_id,PROVINCIE,BEVOEGD GEZAG NUMMER,INSTELLINGSCODE,VESTIGINGSCODE,VESTIGINGSNAAM,STRAATNAAM,HUISNUMMER-TOEVOEGING,POSTCODE,PLAATSNAAM,GEMEENTENUMMER,GEMEENTENAAM,DENOMINATIE,TELEFOONNUMMER,INTERNETADRES,STRAATNAAM CORRESPONDENTIEADRES,HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES,POSTCODE CORRESPONDENTIEADRES,PLAATSNAAM CORRESPONDENTIEADRES,NODAAL GEBIED CODE,NODAAL GEBIED NAAM,RPA-GEBIED CODE,RPA-GEBIED NAAM,WGR-GEBIED CODE,WGR-GEBIED NAAM,COROPGEBIED CODE,COROPGEBIED NAAM,ONDERWIJSGEBIED CODE,ONDERWIJSGEBIED NAAM,RMC-REGIO CODE,RMC-REGIO NAAM,VAKANTIEREGIO
2177,Limburg,83280,09FY,09FY00,Openbare Basisschool De Maaskei,Middenveld,1,6129PR,URMOND,0971,STEIN,Openbaar,0464334968,www.obsdemaaskei.nl,Middenveld,1,6129PR,URMOND,78,Sittard,32,Westelijke Mijnstreek,40,Westelijke Mijnstreek,39,Zuid-Limburg,25,Zuid-Limburg,39,Gewest Zuid-Limburg,Zuid
2178,Limburg,83280,09OF,09OF00,Kindcentrum Angela,Harlindestraat,10,6101DS,ECHT,1711,ECHT-SUSTEREN,Rooms-Katholiek,0475410701,https://kcangela.nl,Postbus,97,6100AB,ECHT,77,Roermond,31,Roermond,39,Midden-Limburg,38,Midden-Limburg,24,Roermond en omstreken,38,Gewest Limburg-Noord,Zuid
2179,Limburg,83280,10HU,10HU00,Kindcentrum Bonjour!,Langhaagweg,85,6171BS,STEIN,0971,STEIN,Rooms-Katholiek,0464260010,www.bskerensheide-stein.nl,Langhaagweg,85,6171BS,STEIN,78,Sittard,32,Westelijke Mijnstreek,40,Westelijke Mijnstreek,39,Zuid-Limburg,25,Zuid-Limburg,39,Gewest Zuid-Limburg,Zuid
2180,Limburg,83280,15FU,15FU00,Katholieke Basisschool Overhoven,Geldersestraat,28,6136AT,SITTARD,1883,SITTARD-GELEEN,Rooms-Katholiek,0464512370,www.bsoverhoven-sittard.nl,Geldersestraat,28,6136AT,SITTARD,78,Sittard,32,Westelijke Mijnstreek,40,Westelijke Mijnstreek,39,Zuid-Limburg,25,Zuid-Limburg,39,Gewest Zuid-Limburg,Zuid
2181,Limburg,83280,15XN,15XN00,Katholieke Basisschool Lahrhof,Romeinenstraat,30,6132GN,SITTARD,1883,SITTARD-GELEEN,Rooms-Katholiek,0464525683,www.bslahrhof-sittard.nl,Romeinenstraat,30,6132GN,SITTARD,78,Sittard,32,Westelijke Mijnstreek,40,Westelijke Mijnstreek,39,Zuid-Limburg,25,Zuid-Limburg,39,Gewest Zuid-Limburg,Zuid
2182,Limburg,83280,17LH,17LH00,Basisschool In 't Park,Reinoud van Gelderstraat,63,6114EA,SUSTEREN,1711,ECHT-SUSTEREN,Rooms-Katholiek,0464493266,www.basisschoolintpark.nl,Reinoud van Gelderstraat,63,6114EA,SUSTEREN,77,Roermond,31,Roermond,39,Midden-Limburg,38,Midden-Limburg,24,Roermond en omstreken,38,Gewest Limburg-Noord,Zuid
2183,Limburg,83280,18ES,18ES00,Kindcentrum Sittard,Vastradastraat,2,6137AM,SITTARD,1883,SITTARD-GELEEN,Openbaar,0464515916,www.kcsittard.nl,Vastradastraat,2,6137AM,SITTARD,78,Sittard,32,Westelijke Mijnstreek,40,Westelijke Mijnstreek,39,Zuid-Limburg,25,Zuid-Limburg,39,Gewest Zuid-Limburg,Zuid
2184,Limburg,83280,22JO,22JO00,Openbare Basisschool aan de Meule,Kromstraat,31,6133AA,SITTARD,1883,SITTARD-GELEEN,Openbaar,0464525294,www.aandemeule.nl,Kromstraat,31,6133AA,SITTARD,78,Sittard,32,Westelijke Mijnstreek,40,Westelijke Mijnstreek,39,Zuid-Limburg,25,Zuid-Limburg,39,Gewest Zuid-Limburg,Zuid
2185,Limburg,83280,23CJ,23CJ00,Openbare Basisschool De Springdonk,Schoutlaan,2,6114MC,SUSTEREN,1711,ECHT-SUSTEREN,Openbaar,0464494956,www.springdonk.nl,Schoutlaan,2,6114MC,SUSTEREN,77,Roermond,31,Roermond,39,Midden-Limburg,38,Midden-Limburg,24,Roermond en omstreken,38,Gewest Limburg-Noord,Zuid
2186,Limburg,83280,24DB,24DB00,Openbare Basisschool de Wissel,Jan van Salmstraat,5-A,6121NE,BORN,1883,SITTARD-GELEEN,Openbaar,0464810430,www.obsdewisselborn.nl,Jan van Salmstraat,5-A,6121NE,BORN,78,Sittard,32,Westelijke Mijnstreek,40,Westelijke Mijnstreek,39,Zuid-Limburg,25,Zuid-Limburg,39,Gewest Zuid-Limburg,Zuid
2187,Limburg,83280,30TE,30TE00,Loedoes,Hulsestraat,1,6135JK,SITTARD,1883,SITTARD-GELEEN,Openbaar,0464009266,www.loedoes.nl,Hulsestraat,1,6135JK,SITTARD,78,Sittard,32,Westelijke Mijnstreek,40,Westelijke Mijnstreek,39,Zuid-Limburg,25,Zuid-Limburg,39,Gewest Zuid-Limburg,Zuid
2188,Noord-Brabant,24065,06EI,06EI00,Christelijke Basisschool De Brug,Brugstraat,2,5165CA,WASPIK,0867,WAALWIJK,Protestants-Christelijk,0416311379,www.cbsdebrug.nl,Brugstraat,2,5165CA,WASPIK,67,Waalwijk,26,Midden-Brabant,35,Midden-Brabant,34,Midden-Noord-Brabant,12,Noord-Noord-Brabant,35,Midden-Brabant,Zuid
2189,Noord-Brabant,26977,03JB,03JB00,Kindcentrum Platijn,Maatstok,1,5684KE,BEST,0753,BEST,Algemeen bijzonder,0499375750,www.kindcentrumplatijn.nl,Maatstok,1,5684KE,BEST,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2190,Noord-Brabant,26977,05FZ,05FZ00,Br!cks,Johannes Verleunstraat,29,5684TT,BEST,0753,BEST,Rooms-Katholiek,0499371216,www.kindcentrumbricks.nl,Johannes Verleunstraat,29,5684TT,BEST,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2191,Noord-Brabant,26977,06FM,06FM00,De Zevensprong,Haktol,1,5683LL,BEST,0753,BEST,Algemeen bijzonder,0499330475,www.zevensprong.nl,Postbus,129,5680AC,BEST,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2192,Noord-Brabant,26977,06LY,06LY00,Kindcentrum de Kiezel,Secr L Jansenstraat,5,5682AC,BEST,0753,BEST,Rooms-Katholiek,0499371297,www.kindcentrumdekiezel.nl,Secr L Jansenstraat,5,5682AC,BEST,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2193,Noord-Brabant,26977,07TT,07TT00,Kindcentrum De Heydonck,Max de Bossustraat,8,5684CG,BEST,0753,BEST,Rooms-Katholiek,0499372398,https://www.bs-heydonck.nl,Max de Bossustraat,8,5684CG,BEST,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2194,Noord-Brabant,26977,08NJ,08NJ00,Kindcentrum Antonius,Vlinderhei,14,5685GZ,BEST,0753,BEST,Rooms-Katholiek,0499371250,www.antoniusbest.nl,Vlinderhei,14,5685GZ,BEST,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2195,Noord-Brabant,26977,27UA,27UA00,De Klimboom,Paardenhei,1,5685GW,BEST,0753,BEST,Algemeen bijzonder,0499310265,www.klimboom.nl,Paardenhei,1,5685GW,BEST,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2196,Noord-Brabant,26977,32BA,32BA00,Op 't Erf,Den Dries,17,5684MD,BEST,0753,BEST,"Samenwerking PC, RK, Alg. Bijz",0499310281,www.opterf.nl,Den Dries,17,5684MD,BEST,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2197,Noord-Brabant,30027,01WU,01WU00,Vrije School De Regenboog,Mimosaplein,1,5643CJ,EINDHOVEN,0772,EINDHOVEN,Antroposofisch,0402110648,www.vbs-deregenboog.nl,Mimosaplein,1,5643CJ,EINDHOVEN,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2198,Noord-Brabant,30235,07KE,07KE00,Stichting Jenaplan Onderwijs Boxmeer (De Peppels/De Canadas),Frans Halsstraat,33-35,5831CA,BOXMEER,1982,LAND VAN CUIJK,Protestants-Christelijk,0485571518,www.jenaplan-kindcentrum.nl,Frans Halsstraat,33-35,5831CA,BOXMEER,73,Boxmeer,27,Noordoost-Brabant,36,Noordoost-Brabant,35,Noordoost-Noord-Brabant,11,Oostelijk Maas-Waalgebied,36,Noord-Oost-Brabant,Zuid
2199,Noord-Brabant,30240,03UL,03UL00,Basissch De Korenaar,Rector Heuvelsstraat,4,5704AN,HELMOND,0794,HELMOND,Rooms-Katholiek,0492511604,www.bs-dekorenaar.nl,Rector Heuvelsstraat,4,5704AN,HELMOND,74,Helmond,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2200,Noord-Brabant,30240,06MF,06MF00,Kindcentrum De Vlier,Maaslaan,197,5704LD,HELMOND,0794,HELMOND,Rooms-Katholiek,0492513452,www.devlier.nl,Maaslaan,197,5704LD,HELMOND,74,Helmond,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2201,Noord-Brabant,30240,06OF,06OF00,Kindcentrum Trudo,St. Trudostraat,2,5708GL,HELMOND,0794,HELMOND,Rooms-Katholiek,0492525391,www.kctrudo.nl,St. Trudostraat,2,5708GL,HELMOND,74,Helmond,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2202,Noord-Brabant,30240,07UU,07UU00,Kindcentrum Westwijzer,Cortenbachstraat,70,5707TJ,HELMOND,0794,HELMOND,Rooms-Katholiek,0492523402,www.westwijzerhelmond.nl,Cortenbachstraat,70,5707TJ,HELMOND,74,Helmond,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2203,Noord-Brabant,30240,08LC,08LC00,Brede basisschool De Vuurvogel,Prins Karelstraat,127,5701VL,HELMOND,0794,HELMOND,Rooms-Katholiek,0492597445,www.bbsdevuurvogel.nl,Prins Karelstraat,127,5701VL,HELMOND,74,Helmond,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2204,Noord-Brabant,30240,10FM,10FM00,Kindcentrum Mozaïek,Nieuwveld,61,5702HW,HELMOND,0794,HELMOND,Rooms-Katholiek,0492525177,www.qliqprimair.nl,Nieuwveld,61,5702HW,HELMOND,74,Helmond,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2205,Noord-Brabant,30240,10IU,10IU00,KC Talentrijk,Theo Driessenhof,35,5709BA,HELMOND,0794,HELMOND,Rooms-Katholiek,0492512223,www.kc-talentrijk.nl,Theo Driessenhof,35,5709BA,HELMOND,74,Helmond,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2206,Noord-Brabant,30240,18MK,18MK00,Kindcentrum in het Hart van het Hout,Slegersstraat,2-A,5706AX,HELMOND,0794,HELMOND,Rooms-Katholiek,0492523701,www.inhethartvanhethout.nl,Slegersstraat,2-A,5706AX,HELMOND,74,Helmond,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2207,Noord-Brabant,30240,25KH,25KH00,Kindcentrum Dierdonk,Nijendaldreef,1,5709RK,HELMOND,0794,HELMOND,Rooms-Katholiek,0492512021,www.dierdonkschool.nl,Nijendaldreef,1,5709RK,HELMOND,74,Helmond,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2208,Noord-Brabant,30240,27JN,27JN00,Kindcentrum De Vendelier,Schutsboom,67,5706KH,HELMOND,0794,HELMOND,Rooms-Katholiek,0492520434,www.devendelier.nl,Schutsboom,67,5706KH,HELMOND,74,Helmond,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2209,Noord-Brabant,30240,30AZ,30AZ00,Mondomijn,Abendonk,17,5706WB,HELMOND,0794,HELMOND,Rooms-Katholiek,0492662894,www.mondomijn.nl,Abendonk,17,5706WB,HELMOND,74,Helmond,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2210,Noord-Brabant,30725,22NM,22NM00,Tarieq Ibnoe Ziyad,Frankrijkstraat,79,5622AE,EINDHOVEN,0772,EINDHOVEN,Islamitisch,0402460356,www.tarieq.nl,Postbus,1890,5602CB,EINDHOVEN,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2211,Noord-Brabant,30725,32GU,32GU00,Azzahraa,von Flotowlaan,1,5653AD,EINDHOVEN,0772,EINDHOVEN,Islamitisch,,,Postbus,1890,5602CB,EINDHOVEN,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2212,Noord-Brabant,31017,03JP,03JP00,Basisschool Talente,Schoolstraat,5,4751CN,OUD GASTEL,1655,HALDERBERGE,Rooms-Katholiek,0165511695,www.bstalente.nl,Postbus,16,4750AA,OUD GASTEL,65,Roosendaal en Nispen,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2213,Noord-Brabant,31017,03KI,03KI00,Basisschool 't Bossche Hart,Mgr. Hopmanshof,2,4744BX,BOSSCHENHOOFD,1655,HALDERBERGE,Rooms-Katholiek,0165312756,www.hetbosschehart.nl,Mgr. Hopmanshof,2,4744BX,BOSSCHENHOOFD,65,Roosendaal en Nispen,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2214,Noord-Brabant,31017,03NE,03NE00,RK Basisschool Vinkenbos,Hertogstraat,11,4714BZ,SPRUNDEL,0840,RUCPHEN,Rooms-Katholiek,0165383087,,Hertogstraat,11,4714BZ,SPRUNDEL,65,Roosendaal en Nispen,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2215,Noord-Brabant,31017,03PL,03PL00,Rooms Katholieke Basisschool St Jozef,Bisschop Hopmansstraat,1-A,4759BD,NOORDHOEK,1709,MOERDIJK,Rooms-Katholiek,0168403464,www.rkbsjozef.nl,Bisschop Hopmansstraat,1-A,4759BD,NOORDHOEK,65,Roosendaal en Nispen,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2216,Noord-Brabant,31017,06GH,06GH00,Rooms katholieke Basisschool De Klinkert,Burg Van den Drieslaan,20,4731EB,OUDENBOSCH,1655,HALDERBERGE,Rooms-Katholiek,0165314257,www.bsklinkert.nl,Burg Van den Drieslaan,20,4731EB,OUDENBOSCH,65,Roosendaal en Nispen,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2217,Noord-Brabant,31017,06IS,06IS00,Basisschool Uniek,'t Groot Stuk,3,4741TX,HOEVEN,1655,HALDERBERGE,Rooms-Katholiek,0165791011,www.bs-uniek.nl,'t Groot Stuk,3,4741TX,HOEVEN,65,Roosendaal en Nispen,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2218,Noord-Brabant,31017,06JQ,06JQ00,RK bs Aventurijn,Antoniusstraat,2,4758AM,STANDDAARBUITEN,1709,MOERDIJK,Rooms-Katholiek,0165314077,www.bsaventurijn.nl,Antoniusstraat,2,4758AM,STANDDAARBUITEN,65,Roosendaal en Nispen,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2219,Noord-Brabant,31017,06WV,06WV00,RK Basisschool Mariadonk,Hoefstraat,13,4735TA,ZEGGE,0840,RUCPHEN,Rooms-Katholiek,0165536702,www.mariadonk.nl,Hoefstraat,13,4735TA,ZEGGE,65,Roosendaal en Nispen,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2220,Noord-Brabant,31017,07BR,07BR00,RK Basisschool St Martinus,Sint Martinusstraat,3,4715AG,RUCPHEN,0840,RUCPHEN,Rooms-Katholiek,0165348055,www.martinusrucphen.nl,Sint Martinusstraat,3,4715AG,RUCPHEN,65,Roosendaal en Nispen,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2221,Noord-Brabant,31017,08KF,08KF00,Rooms Katholieke Basisschool De Steiger,Havenstraat,2,4754BE,STAMPERSGAT,1655,HALDERBERGE,Rooms-Katholiek,0165518048,www.bsdesteiger.nl,Havenstraat,2,4754BE,STAMPERSGAT,65,Roosendaal en Nispen,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2222,Noord-Brabant,31017,08KI,08KI00,Rooms Katholieke Basisschool De Bukehof,Olmenstraat,1,4731BC,OUDENBOSCH,1655,HALDERBERGE,Rooms-Katholiek,0165313240,www.bukehof.nl,Olmenstraat,1,4731BC,OUDENBOSCH,65,Roosendaal en Nispen,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2223,Noord-Brabant,31017,11MS,11MS00,Sterrenschool De Schittering,St Annastraat,28-34,4731HT,OUDENBOSCH,1655,HALDERBERGE,Rooms-Katholiek,0165312459,www.sterrenschooldeschittering.nl,St Annastraat,28-34,4731HT,OUDENBOSCH,65,Roosendaal en Nispen,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2224,Noord-Brabant,31017,12PU,12PU00,Daltonschool De Vindplaats,Zoeksestraat,5,4721AC,SCHIJF,0840,RUCPHEN,Rooms-Katholiek,0165341636,www.daltonschooldevindplaats.nl,Zoeksestraat,5,4721AC,SCHIJF,65,Roosendaal en Nispen,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2225,Noord-Brabant,31017,12XF,12XF00,Basisschool Heilinde,Past Bastiaansensingel,21,4711EC,ST. WILLEBRORD,0840,RUCPHEN,Rooms-Katholiek,0165382984,www.bsheilinde.nl,Postbus,28,4710AA,ST. WILLEBRORD,65,Roosendaal en Nispen,25,West-Brabant,34,West-Brabant,33,West-Noord-Brabant,20,West-Noord-Brabant,34,West-Brabant,Zuid
2226,Noord-Brabant,31076,23RT,23RT00,Basisschool Nour,Churchilllaan,82,5224BW,'S-HERTOGENBOSCH,0796,S HERTOGENBOSCH,Islamitisch,0733035660,www.basisschoolnour.nl,Churchilllaan,82,5224BW,'S-HERTOGENBOSCH,69,'s-Hertogenbosch,27,Noordoost-Brabant,36,Noordoost-Brabant,35,Noordoost-Noord-Brabant,12,Noord-Noord-Brabant,36,Noord-Oost-Brabant,Zuid
2227,Noord-Brabant,31076,24TL,24TL00,Islam Basisschool Bedir,Klarinetstraat,4,5402BE,UDEN,1991,MAASHORST,Islamitisch,0413332349,,Klarinetstraat,4,5402BE,UDEN,71,Uden,27,Noordoost-Brabant,36,Noordoost-Brabant,35,Noordoost-Noord-Brabant,12,Noord-Noord-Brabant,36,Noord-Oost-Brabant,Zuid
2228,Noord-Brabant,31076,29UC,29UC00,Basisschool Mozaiek,Oude Litherweg,18,5346RT,OSS,0828,OSS,Islamitisch,0412691932,,Oude Litherweg,18,5346RT,OSS,72,Oss,27,Noordoost-Brabant,36,Noordoost-Brabant,35,Noordoost-Noord-Brabant,12,Noord-Noord-Brabant,36,Noord-Oost-Brabant,Zuid
2229,Noord-Brabant,31088,23VF,23VF00,Islamitische Basisschool Salah Eddin El Ayyoubi,Venuslaan,29,5702GA,HELMOND,0794,HELMOND,Islamitisch,0492553941,salaheddinelayyoubi.nl,Postbus,395,5700AJ,HELMOND,74,Helmond,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2230,Noord-Brabant,31384,03PJ,03PJ00,Basisschool St Joan,Van Schaiklaan,9,6027PL,SOERENDONK,1706,CRANENDONCK,Rooms-Katholiek,0495591350,www.stjoan.nl,Van Schaiklaan,9,6027PL,SOERENDONK,70,Eindhoven,30,Weert,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2231,Noord-Brabant,31384,03YL,03YL00,Rooms Katholieke Basisschool De Triangel,Kerkstraat,2,5595CX,LEENDE,1658,HEEZE-LEENDE,Rooms-Katholiek,0402065426,www.triangel-leende.nl,Kerkstraat,2,5595CX,LEENDE,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2232,Noord-Brabant,31384,04FV,04FV00,BS Fonkeltuin,Witrijtseweg,9-A,5571XJ,BERGEIJK,1724,BERGEIJK,Rooms-Katholiek,0497541281,www.fonkeltuin.nl,Witrijtseweg,9-A,5571XJ,BERGEIJK,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2233,Noord-Brabant,31384,05DD,05DD00,Basisschool Sint Willibrordus,Schoolstraat,15,5561AH,RIETHOVEN,1724,BERGEIJK,Rooms-Katholiek,0402075299,https://www.bsstwillibrordus.nl/,Schoolstraat,15,5561AH,RIETHOVEN,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2234,Noord-Brabant,31384,05EH,05EH00,RK Basissch De Drijfveer,Willem Smuldersplein,5,5582JJ,WAALRE,0866,WAALRE,Rooms-Katholiek,0402233020,www.bsdedrijfveer.nl,Willem Smuldersplein,5,5582JJ,WAALRE,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2235,Noord-Brabant,31384,05FG,05FG00,Basisschool Sint Jan,Sint Jan Baptistastraat,1,5595GN,LEENDE,1658,HEEZE-LEENDE,Rooms-Katholiek,0402062145,www.stjanleende.nl,Sint Jan Baptistastraat,1,5595GN,LEENDE,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2236,Noord-Brabant,31384,05GE,05GE00,Basisschool And're wijze,Pater Ullingsstraat,3,6023AM,BUDEL-SCHOOT,1706,CRANENDONCK,Rooms-Katholiek,0495494343,www.atalenta.nl,Pater Ullingsstraat,3,6023AM,BUDEL-SCHOOT,70,Eindhoven,30,Weert,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2237,Noord-Brabant,31384,06HG,06HG00,Rooms Katholieke Basisschool Beisterveld,Hegmulder,6,5571RK,BERGEIJK,1724,BERGEIJK,Rooms-Katholiek,0497555006,,Hegmulder,6,5571RK,BERGEIJK,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2238,Noord-Brabant,31384,06LQ,06LQ00,Rooms Katholieke Basisschool De Klepper,Kapellerweg,4,5575BG,LUYKSGESTEL,1724,BERGEIJK,Rooms-Katholiek,0497541287,https://www.deklepper.nl,Kapellerweg,4,5575BG,LUYKSGESTEL,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2239,Noord-Brabant,31384,06VU,06VU00,Basisschool de Ster,Dorpstraat,15,5563BC,WESTERHOVEN,1724,BERGEIJK,Rooms-Katholiek,0402012837,www.bs-dester.nl,Dorpstraat,15,5563BC,WESTERHOVEN,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2240,Noord-Brabant,31384,06WO,06WO00,Basisschool De Talententoren,Beukenlaan,6,6029PZ,STERKSEL,1658,HEEZE-LEENDE,Rooms-Katholiek,0402240140,www.DeTalententoren.nl,Beukenlaan,6,6029PZ,STERKSEL,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
2241,Noord-Brabant,31384,07KX,07KX00,Prinses Beatrix - De Zonnesteen,Domineestraat,2,5571EJ,BERGEIJK,1724,BERGEIJK,Algemeen bijzonder,0497572781,www.bsbeatrix.nl,Domineestraat,2,5571EJ,BERGEIJK,70,Eindhoven,28,Zuidoost-Brabant,37,Zuidoost-Brabant,36,Zuidoost-Noord-Brabant,22,Zuidoost-Noord-Brabant,37,Zuidoost-Brabant,Zuid
