_id,PROVINCIE,BEVOEGD GEZAG NUMMER,INSTELLINGSCODE,VESTIGINGSCODE,VESTIGINGSNAAM,STRAATNAAM,HUISNUMMER-TOEVOEGING,POSTCODE,PLAATSNAAM,GEMEENTENUMMER,GEMEENTENAAM,DENOMINATIE,TELEFOONNUMMER,INTERNETADRES,STRAATNAAM CORRESPONDENTIEADRES,HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES,POSTCODE CORRESPONDENTIEADRES,PLAATSNAAM CORRESPONDENTIEADRES,NODAAL GEBIED CODE,NODAAL GEBIED NAAM,RPA-GEBIED CODE,RPA-GEBIED NAAM,WGR-GEBIED CODE,WGR-GEBIED NAAM,COROPGEBIED CODE,COROPGEBIED NAAM,ONDERWIJSGEBIED CODE,ONDERWIJSGEBIED NAAM,RMC-REGIO CODE,RMC-REGIO NAAM,VAKANTIEREGIO
809,Gelderland,29810,11LH,11LH00,Basisschool Montessori Lindenholt,Leuvensbroek,2004,6546XN,NIJMEGEN,0268,NIJMEGEN,Algemeen bijzonder,0243774367,www.montessori-lindenholt.nl,Leuvensbroek,2004,6546XN,NIJMEGEN,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
810,Gelderland,29810,12EB,12EB00,Basisschool de Buut,Hugo de Grootstraat,41,6522DD,NIJMEGEN,0268,NIJMEGEN,Openbaar,0243230220,https://www.buut.nl/,Hugo de Grootstraat,41,6522DD,NIJMEGEN,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
811,Gelderland,29810,12JJ,12JJ00,Basisschool de Lanteerne,Henry Dunantstraat,8,6543KR,NIJMEGEN,0268,NIJMEGEN,Rooms-Katholiek,0243734191,https://www.delanteerne.nl/,Henry Dunantstraat,8,6543KR,NIJMEGEN,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
812,Gelderland,29810,13EQ,13EQ00,De Wingerd,Leuvensbroek,2010,6546XN,NIJMEGEN,0268,NIJMEGEN,Rooms-Katholiek,0243734182,https://www.wingerd-nijmegen.nl,Leuvensbroek,2010,6546XN,NIJMEGEN,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
813,Gelderland,29810,15RK,15RK00,Basisschool de Aldenhove,Aldenhof,6001,6537DG,NIJMEGEN,0268,NIJMEGEN,Rooms-Katholiek,0243442425,https://www.de-aldenhove.nl/,Aldenhof,6001,6537DG,NIJMEGEN,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
814,Gelderland,29810,15TV,15TV00,Basisschool De Klumpert,Zijpendaalstraat,1,6535PS,NIJMEGEN,0268,NIJMEGEN,Rooms-Katholiek,0243540390,https://www.deklumpert.nl/,Zijpendaalstraat,1,6535PS,NIJMEGEN,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
815,Gelderland,29810,15WF,15WF00,Basisschool Vossenburcht,Dr. Kuyperstraat,2,6535TK,NIJMEGEN,0268,NIJMEGEN,Rooms-Katholiek,0243566379,,Dr. Kuyperstraat,2,6535TK,NIJMEGEN,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
816,Gelderland,29810,17KJ,17KJ00,Nijmeegse Scholen Vereniging2,Lamastraat,67,6531PP,NIJMEGEN,0268,NIJMEGEN,Algemeen bijzonder,0243551717,,Lamastraat,67,6531PP,NIJMEGEN,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
817,Gelderland,29810,18FE,18FE00,De Tovercirkel,Zwerfkei,59,6581HN,MALDEN,0252,HEUMEN,Openbaar,0243572845,,Zwerfkei,59,6581HN,MALDEN,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
818,Gelderland,29810,18HN,18HN00,De Vuurvogel,Schoolstraat,23-A,6581BG,MALDEN,0252,HEUMEN,Openbaar,0243580955,www.devuurvogel.nl,Schoolstraat,23-A,6581BG,MALDEN,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
819,Gelderland,29810,24DA,24DA00,OBS De Muze,Limoslaan,25,6523RZ,NIJMEGEN,0268,NIJMEGEN,Openbaar,0243225545,,Limoslaan,25,6523RZ,NIJMEGEN,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
820,Gelderland,29810,27JW,27JW00,Basisschool De Oversteek,Pijlpuntstraat,1,6515DJ,NIJMEGEN,0268,NIJMEGEN,Openbaar,0243489955,www.oversteek.nl,Pijlpuntstraat,1,6515DJ,NIJMEGEN,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
821,Gelderland,29810,27LH,27LH00,Rooms Katholieke Basisschool Het Talent,Queenstraat,37-B,6663HA,LENT,0268,NIJMEGEN,Rooms-Katholiek,0243604332,www.het-talent.nl,Postbus,50,6663ZH,LENT,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
822,Gelderland,29810,30UR,30UR00,de Verwondering,Georges Brassensstraat,61,6663MH,LENT,0268,NIJMEGEN,Openbaar,0657599674,www.verwondering.info,Georges Brassensstraat,61,6663MH,LENT,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
823,Gelderland,29810,31DP,31DP00,Basisschool De Uitdaging,Dick Brunastraat,1,6515ZZ,NIJMEGEN,0268,NIJMEGEN,Rooms-Katholiek,0247503380,https://www.de-uitdaging.nu/,Dick Brunastraat,1,6515ZZ,NIJMEGEN,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
824,Gelderland,29810,31JE,31JE00,Basisschool de Verbinding,Steltsestraat,50,6663BS,LENT,0268,NIJMEGEN,Algemeen bijzonder,0243736363,https://www.de-verbinding.info/,Steltsestraat,50,6663BS,LENT,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
825,Gelderland,30128,00HA,00HA00,Reformatorisch Basisschool Augustinus,De la Reystraat,38,3851BH,ERMELO,0233,ERMELO,Reformatorisch,0341556179,www.augustinus-ermelo.nl,De la Reystraat,38,3851BH,ERMELO,28,Harderwijk,08,Noordwest-Veluwe,17,Noordwest-Veluwe,13,Veluwe,10,Harderwijk-Amersfoort,17,Noordwest-Veluwe,Midden
826,Gelderland,30673,08BH,08BH00,Kon Wilhelminaschool,Van den Berglaan,12,3781GG,VOORTHUIZEN,0203,BARNEVELD,Protestants-Christelijk,0342473052,www.kwsvoorthuizen.nl,Van den Berglaan,12,3781GG,VOORTHUIZEN,35,Amersfoort,10,De Vallei,16,Eem en Vallei,13,Veluwe,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
827,Gelderland,30673,09CZ,09CZ00,De Wheemschool,Frans Halsstraat,111,3781EV,VOORTHUIZEN,0203,BARNEVELD,Protestants-Christelijk,0342471642,www.wheemschool.nl,Frans Halsstraat,111,3781EV,VOORTHUIZEN,35,Amersfoort,10,De Vallei,16,Eem en Vallei,13,Veluwe,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
828,Gelderland,30700,22LT,22LT00,Basisschool De Wijngaard,Grevengoedlaan,109,7009DZ,DOETINCHEM,0222,DOETINCHEM,Reformatorisch,0314323135,www.bsdewijngaard.nl,Grevengoedlaan,109,7009DZ,DOETINCHEM,25,Doetinchem,12,Achterhoek,13,Oost-Gelderland,14,Achterhoek,08,Zuidelijke Achterhoek,13,Achterhoek,Midden
829,Gelderland,30824,04LX,04LX00,Basisschool De Overlaat,'t Laantje,2,6916CD,TOLKAMER,0299,ZEVENAAR,Algemeen bijzonder,0316541415,www.overlaat.nl,Postbus,35,6916ZG,TOLKAMER,26,Arnhem,11,IJssel en Rijn,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,09,Arnhem en omstreken,41,Arnhem,Zuid
830,Gelderland,31076,24FE,24FE00,Islamitische Basisschool Ibn-I Sina,Kinderkamp,5-A,6825JA,ARNHEM,0202,ARNHEM,Islamitisch,0264428599,https://www.ibnisina.nl,Kinderkamp,5-A,6825JA,ARNHEM,26,Arnhem,11,IJssel en Rijn,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,09,Arnhem en omstreken,41,Arnhem,Zuid
831,Gelderland,31076,24FK,24FK00,"Basisschool Hidaya, school op islamitische grondslag",Heiweg,99,6533PA,NIJMEGEN,0268,NIJMEGEN,Islamitisch,0243606527,www.hidaya.nl,Heiweg,99,6533PA,NIJMEGEN,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
832,Gelderland,31076,31VT,31VT00,De Roos,Gijsbrechtgaarde,110,7329CA,APELDOORN,0200,APELDOORN,Islamitisch,0553035840,https://www.ibsderoosapeldoorn.nl,Gijsbrechtgaarde,110,7329CA,APELDOORN,27,Apeldoorn,09,Stedendriehoek,11,Stedendriehoek,13,Veluwe,07,Apeldoorn en midden-IJsselgebied,11,Stedendriehoek,Midden
833,Gelderland,31189,03LN,03LN00,Basisschool de Wittenberg,Hovenierslaan,17,3925BW,SCHERPENZEEL GLD,0279,SCHERPENZEEL,Reformatorisch,0332778426,,Postbus,58,3925ZH,SCHERPENZEEL GLD,35,Amersfoort,10,De Vallei,16,Eem en Vallei,13,Veluwe,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
834,Gelderland,31204,23XP,23XP00,C N S De Triangel,Kerkhoflaan,29,6741BN,LUNTEREN,0228,EDE,Protestants-Christelijk,0318487271,,Kerkhoflaan,29,6741BN,LUNTEREN,29,Ede,10,De Vallei,16,Eem en Vallei,13,Veluwe,09,Arnhem en omstreken,16,Eem en Vallei,Midden
835,Gelderland,31237,04SW,04SW00,Rooms Katholieke Basisschool St Jozef,Dolderstraat,58,6706JG,WAGENINGEN,0289,WAGENINGEN,Rooms-Katholiek,0317412024,www.jozefschool-skovv.nl,Dolderstraat,58,6706JG,WAGENINGEN,29,Ede,10,De Vallei,16,Eem en Vallei,13,Veluwe,09,Arnhem en omstreken,16,Eem en Vallei,Midden
836,Gelderland,31237,05GR,05GR00,Basisschool Sint Alexander,Acacialaan,32-A,6721CP,BENNEKOM,0228,EDE,Rooms-Katholiek,0318430340,www.alexanderschool-skovv.nl,Acacialaan,32-A,6721CP,BENNEKOM,29,Ede,10,De Vallei,16,Eem en Vallei,13,Veluwe,09,Arnhem en omstreken,16,Eem en Vallei,Midden
837,Gelderland,31237,05IU,05IU00,De Keijenberg,Hogenkampseweg,43,6871JK,RENKUM,0274,RENKUM,Rooms-Katholiek,0317313178,www.dekeijenberg-skov.nl,Hogenkampseweg,43,6871JK,RENKUM,26,Arnhem,11,IJssel en Rijn,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,09,Arnhem en omstreken,41,Arnhem,Zuid
838,Gelderland,31237,06YT,06YT00,Antonius Basissch,Achterdorpstraat,3,3772CC,BARNEVELD,0203,BARNEVELD,Rooms-Katholiek,0342412932,www.antoniusschool-skovv.nl,Achterdorpstraat,3,3772CC,BARNEVELD,35,Amersfoort,10,De Vallei,16,Eem en Vallei,13,Veluwe,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
839,Gelderland,31237,08WH,08WH00,Kardinaal Alfrink-School,Tarthorst,292,6708JH,WAGENINGEN,0289,WAGENINGEN,Rooms-Katholiek,0317414749,www.kardinaalalfrinkschool-skovv.nl,Tarthorst,292,6708JH,WAGENINGEN,29,Ede,10,De Vallei,16,Eem en Vallei,13,Veluwe,09,Arnhem en omstreken,16,Eem en Vallei,Midden
840,Gelderland,31237,11XK,11XK00,Koning Davidschool,Ceelman van Ommerenweg,5,6711JD,EDE,0228,EDE,Rooms-Katholiek,0318616098,www.koningdavidschool-skovv.nl,Ceelman van Ommerenweg,5,6711JD,EDE,29,Ede,10,De Vallei,16,Eem en Vallei,13,Veluwe,09,Arnhem en omstreken,16,Eem en Vallei,Midden
841,Gelderland,31237,12GU,12GU00,Franciscusschool,Mesdagstraat,5,6717SE,EDE,0228,EDE,Rooms-Katholiek,0318646661,www.franciscusschool-skovv.nl,Mesdagstraat,5,6717SE,EDE,29,Ede,10,De Vallei,16,Eem en Vallei,13,Veluwe,09,Arnhem en omstreken,16,Eem en Vallei,Midden
842,Gelderland,31237,17JX,17JX00,Basisschool Groene Vallei,Groenendaal,7-9,6715BA,EDE,0228,EDE,Rooms-Katholiek,0318636984,www.groenevallei-skovv.nl,Groenendaal,7-9,6715BA,EDE,29,Ede,10,De Vallei,16,Eem en Vallei,13,Veluwe,09,Arnhem en omstreken,16,Eem en Vallei,Midden
843,Gelderland,31237,23PR,23PR00,Rooms Katholieke Basisschool de Panta Rhei,Palmedreef,4,6716HB,EDE,0228,EDE,Rooms-Katholiek,0318625365,www.pantarhei-skovv.nl,Palmedreef,4,6716HB,EDE,29,Ede,10,De Vallei,16,Eem en Vallei,13,Veluwe,09,Arnhem en omstreken,16,Eem en Vallei,Midden
844,Gelderland,33151,04NP,04NP00,Basisschool van de Edese Schoolvereniging,Zuidelijke Spoorstraat,8,6711NN,EDE,0228,EDE,Algemeen bijzonder,0318615959,www.edeseschoolvereniging.nl,Zuidelijke Spoorstraat,8,6711NN,EDE,29,Ede,10,De Vallei,16,Eem en Vallei,13,Veluwe,09,Arnhem en omstreken,16,Eem en Vallei,Midden
845,Gelderland,33645,07KR,07KR00,School Met De Bijbel,Rijnsteeg,5,6721NP,BENNEKOM,0228,EDE,Protestants-Christelijk,0318430203,www.kraatsschool.nl,Rijnsteeg,5,6721NP,BENNEKOM,29,Ede,10,De Vallei,16,Eem en Vallei,13,Veluwe,09,Arnhem en omstreken,16,Eem en Vallei,Midden
846,Gelderland,33957,04NW,04NW00,Dorpsschool Halle,Dorpsstraat,84,7025AG,HALLE,1876,BRONCKHORST,Algemeen bijzonder,0314631547,www.dorpsschoolhalle.nl,Dorpsstraat,84,7025AG,HALLE,25,Doetinchem,12,Achterhoek,13,Oost-Gelderland,14,Achterhoek,08,Zuidelijke Achterhoek,13,Achterhoek,Midden
847,Gelderland,34139,07KV,07KV00,Calvijnschool,Schoolstraat,9,6744WS,EDERVEEN,0228,EDE,Reformatorisch,0318571482,,Schoolstraat,9,6744WS,EDERVEEN,29,Ede,10,De Vallei,16,Eem en Vallei,13,Veluwe,09,Arnhem en omstreken,16,Eem en Vallei,Midden
848,Gelderland,34893,04OL,04OL00,Goede Herderschool voor Basisonderwijs,Zeeweg,98,3853LN,ERMELO,0233,ERMELO,Protestants-Christelijk,0341552312,www.goedeherderschool.nl,Zeeweg,98,3853LN,ERMELO,28,Harderwijk,08,Noordwest-Veluwe,17,Noordwest-Veluwe,13,Veluwe,10,Harderwijk-Amersfoort,17,Noordwest-Veluwe,Midden
849,Gelderland,35297,03MF,03MF00,Basisschool Rehoboth,Het Drie,21-23,3888KD,UDDEL,0200,APELDOORN,Reformatorisch,0577401424,,Het Drie,21-23,3888KD,UDDEL,27,Apeldoorn,09,Stedendriehoek,11,Stedendriehoek,13,Veluwe,07,Apeldoorn en midden-IJsselgebied,11,Stedendriehoek,Midden
850,Gelderland,36778,04PQ,04PQ00,School met de Bijbel,Houtweg,24,8167PL,OENE,0232,EPE,Protestants-Christelijk,0578641228,www.cbsoene.nl,Houtweg,24,8167PL,OENE,27,Apeldoorn,09,Stedendriehoek,11,Stedendriehoek,13,Veluwe,07,Apeldoorn en midden-IJsselgebied,11,Stedendriehoek,Midden
851,Gelderland,38001,04SN,04SN00,De Baptist,Hoppenhofstraat,14,6634AL,BATENBURG,0296,WIJCHEN,Rooms-Katholiek,0487541386,www.bsbaptist.nl,Stationsplein,1,6602BN,WIJCHEN,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
852,Gelderland,38001,06YE,06YE00,Kindcentrum Westwijzer,Blauwe Hof,4003,6602WT,WIJCHEN,0296,WIJCHEN,Algemeen bijzonder,0246416780,www.kindcentrumwestwijzer.nl,Stationsplein,1,6602BN,WIJCHEN,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
853,Gelderland,38001,06YV,06YV00,Roncalli,Boomsestraat,4,6613AH,BALGOIJ,0296,WIJCHEN,Rooms-Katholiek,0246413382,www.bsroncalli.nl,Stationsplein,1,6602BN,WIJCHEN,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
854,Gelderland,38001,07EJ,07EJ00,Wingerd,Dorpsstraat,51,6617AC,BERGHAREN,0296,WIJCHEN,Rooms-Katholiek,0487531488,www.wingerd-bergharen.nl,Stationsplein,1,6602BN,WIJCHEN,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
855,Gelderland,38001,10UG,10UG00,Jenaplanschool de Buizerd,Buizerdstraat,235,6601AT,WIJCHEN,0296,WIJCHEN,Openbaar,0246413337,www.bsbuizerd.nl,Stationsplein,1,6602BN,WIJCHEN,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
856,Gelderland,38001,12FX,12FX00,Paulusschool,Roerdompstraat,76,6601DL,WIJCHEN,0296,WIJCHEN,Rooms-Katholiek,0246452881,www.paulus-school.nl,Stationsplein,1,6602BN,WIJCHEN,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
857,Gelderland,38001,12OY,12OY00,De Viersprong,Lijsterbesstraat,2,6602GM,WIJCHEN,0296,WIJCHEN,Rooms-Katholiek,0246450901,www.viersprongwijchen.nl,Stationsplein,1,6602BN,WIJCHEN,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
858,Gelderland,38001,12WN,12WN00,Antoniusschool,Heumenseweg,46,6603CZ,WIJCHEN,0296,WIJCHEN,Rooms-Katholiek,0246453319,www.antonius-alverna.nl,Stationsplein,1,6602BN,WIJCHEN,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
859,Gelderland,38001,13CJ,13CJ00,Paschalisschool,Suikerbergseweg,2,6604AE,WIJCHEN,0296,WIJCHEN,Rooms-Katholiek,0243661209,www.paschalisschool.nl,Stationsplein,1,6602BN,WIJCHEN,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
860,Gelderland,38001,13HT,13HT00,Daltonschool Sint Jozef,Kerkstraat,9,6606AJ,NIFTRIK,0296,WIJCHEN,Rooms-Katholiek,0486413841,www.bsstjozef.nl,Stationsplein,1,6602BN,WIJCHEN,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
861,Gelderland,38001,15CA,15CA00,Heilig Hartschool,Loffertweg,14,6616AV,HERNEN,0296,WIJCHEN,Rooms-Katholiek,0487531512,www.bs-heilighart.nl,Stationsplein,1,6602BN,WIJCHEN,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
862,Gelderland,38001,23CZ,23CZ00,Het Zuiderpad,Oudelaan,2102,6605SG,WIJCHEN,0296,WIJCHEN,Algemeen bijzonder,0246452829,www.zuiderpad.nl,Stationsplein,1,6602BN,WIJCHEN,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
863,Gelderland,38001,24BN,24BN00,De Trinoom,Diemewei,4505,6605XH,WIJCHEN,0296,WIJCHEN,Openbaar,0246456608,www.trinoom.nl,Stationsplein,1,6602BN,WIJCHEN,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
864,Gelderland,38001,32CL,32CL00,De Bonte Boomhut,Blauwe Hof,4006,6602WX,WIJCHEN,0296,WIJCHEN,"Samenwerking PC, RK, Alg. Bijz",,www.debonteboomhut.nl,Stationsplein,1,6602BN,WIJCHEN,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
865,Gelderland,38235,14ZK,14ZK00,Basisschool Laetare,Schoolstraat,2,7035AR,KILDER,1955,MONTFERLAND,Rooms-Katholiek,0314681943,,Schoolstraat,2,7035AR,KILDER,25,Doetinchem,12,Achterhoek,13,Oost-Gelderland,14,Achterhoek,08,Zuidelijke Achterhoek,13,Achterhoek,Midden
866,Gelderland,38650,07MF,07MF00,School Met De Bijbel De Zaaier,Molenweg,69,6732BJ,HARSKAMP,0228,EDE,Reformatorisch,0318456295,,Molenweg,69,6732BJ,HARSKAMP,29,Ede,10,De Vallei,16,Eem en Vallei,13,Veluwe,09,Arnhem en omstreken,16,Eem en Vallei,Midden
867,Gelderland,38819,08VW,08VW00,Hervormde Basisschool Mattanja,Oude Harderwijkerweg,50,8085PH,DOORNSPIJK,0230,ELBURG,Reformatorisch,0525682231,,Oude Harderwijkerweg,50,8085PH,DOORNSPIJK,18,Zwolle,08,Noordwest-Veluwe,17,Noordwest-Veluwe,13,Veluwe,05,Zwolle-Meppel en omstreken,17,Noordwest-Veluwe,Midden
868,Gelderland,38819,09TY,09TY00,Ds. Baxschool,Oude Kerkweg,75,8085AM,DOORNSPIJK,0230,ELBURG,Reformatorisch,0525661294,,Oude Kerkweg,75,8085AM,DOORNSPIJK,18,Zwolle,08,Noordwest-Veluwe,17,Noordwest-Veluwe,13,Veluwe,05,Zwolle-Meppel en omstreken,17,Noordwest-Veluwe,Midden
869,Gelderland,39912,03OU,03OU00,Onderwijsgemeenschap de Hoeve,Veenslagenweg,17,3871NA,HOEVELAKEN,0267,NIJKERK,Rooms-Katholiek,0332536093,www.dehoeveschool.nl,Postbus,116,3870CC,HOEVELAKEN,35,Amersfoort,10,De Vallei,16,Eem en Vallei,13,Veluwe,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
870,Gelderland,40144,16EA,16EA00,Stichting Montessorischool Montijn,Koningstraat,5-K,6641KS,BEUNINGEN GLD,0209,BEUNINGEN,Algemeen bijzonder,0246751536,www.mkc-montijn.nl,Postbus,144,6640AC,BEUNINGEN GLD,30,Nijmegen,13,Nijmegen,14,Arnhem/Nijmegen,15,Arnhem/Nijmegen,11,Oostelijk Maas-Waalgebied,40,Rijk van Nijmegen,Zuid
871,Gelderland,40400,24MW,24MW04,Islamitische Basisschool Al-Islaah,Bosboom-Toussaintstraat,1,3842ZZ,HARDERWIJK,0243,HARDERWIJK,Islamitisch,0341429001,www.alislaah.nl,Bosboom-Toussaintstraat,1,3842ZZ,HARDERWIJK,28,Harderwijk,08,Noordwest-Veluwe,17,Noordwest-Veluwe,13,Veluwe,10,Harderwijk-Amersfoort,17,Noordwest-Veluwe,Midden
872,Gelderland,40419,06JP,06JP00,Eben Haezerschool,Schoutenstraat,109,3771CH,BARNEVELD,0203,BARNEVELD,Reformatorisch,0342414923,,Postbus,157,3770AD,BARNEVELD,35,Amersfoort,10,De Vallei,16,Eem en Vallei,13,Veluwe,10,Harderwijk-Amersfoort,16,Eem en Vallei,Midden
873,Gelderland,40470,11PF,11PF00,RS 6,Rijnstraat,74,4191CM,GELDERMALSEN,1960,WEST BETUWE,Algemeen bijzonder,0345572651,,Postbus,188,4190CD,GELDERMALSEN,33,Culemborg,14,Rivierenland,15,Rivierenland,16,Zuidwest-Gelderland,13,Utrecht en omstreken,15,Rivierenland,Midden
874,Gelderland,40470,12AI,12AI00,RS 7,Rijnstraat,74,4191CM,GELDERMALSEN,1960,WEST BETUWE,Algemeen bijzonder,0345572651,,Postbus,188,4190CD,GELDERMALSEN,33,Culemborg,14,Rivierenland,15,Rivierenland,16,Zuidwest-Gelderland,13,Utrecht en omstreken,15,Rivierenland,Midden
875,Gelderland,40470,12JP,12JP00,RSK1l de Wielewaal,Rijnstraat,74,4191CM,GELDERMALSEN,1960,WEST BETUWE,Algemeen bijzonder,0345572651,,Postbus,188,4190CD,GELDERMALSEN,33,Culemborg,14,Rivierenland,15,Rivierenland,16,Zuidwest-Gelderland,13,Utrecht en omstreken,15,Rivierenland,Midden
876,Gelderland,40470,12RZ,12RZ00,RSK2 de Flierefluiter,Rijnstraat,74,4191CM,GELDERMALSEN,1960,WEST BETUWE,Algemeen bijzonder,0345572651,,Postbus,188,4190CD,GELDERMALSEN,33,Culemborg,14,Rivierenland,15,Rivierenland,16,Zuidwest-Gelderland,13,Utrecht en omstreken,15,Rivierenland,Midden
877,Gelderland,40470,12YW,12YW00,RS9 de Trapeze,Rijnstraat,74,4191CM,GELDERMALSEN,1960,WEST BETUWE,Algemeen bijzonder,0345572651,,Postbus,188,4190CD,GELDERMALSEN,33,Culemborg,14,Rivierenland,15,Rivierenland,16,Zuidwest-Gelderland,13,Utrecht en omstreken,15,Rivierenland,Midden
878,Gelderland,40470,13EU,13EU00,RSK3 de Karekiet,Rijnstraat,74,4191CM,GELDERMALSEN,1960,WEST BETUWE,Algemeen bijzonder,0345572651,,Postbus,188,4190CD,GELDERMALSEN,33,Culemborg,14,Rivierenland,15,Rivierenland,16,Zuidwest-Gelderland,13,Utrecht en omstreken,15,Rivierenland,Midden
